1,1000.000,20.000,100.00,AEM1. TEST
2,1000.000,40.000,100.00,B621. TEST
3,1000.000,60.000,100.00,B6B1. TEST
4,1000.000,80.000,100.00,BAB1. TEST
5,1000.000,100.000,100.00,BAL1. TEST
6,1000.000,120.000,100.00,BAR1. TEST
7,1000.000,140.000,100.00,BAS1. TEST
8,1000.000,160.000,100.00,BBG TEST
9,1000.000,180.000,100.00,BBS TEST
10,1000.000,200.000,100.00,BBW TEST
11,1000.000,220.000,100.00,BCB1. TEST
12,1000.000,240.000,100.00,BDB1. TEST
13,1000.000,260.000,100.00,BDC1. TEST
14,1000.000,280.000,100.00,BEX1. TEST
15,1000.000,300.000,100.00,BHR1. TEST
16,1000.000,320.000,100.00,BLD1. TEST
17,1000.000,340.000,100.00,BLC TEST
18,1000.000,360.000,100.00,BLS TEST
19,1000.000,380.000,100.00,BLT TEST
20,1000.000,400.000,100.00,BOL TEST
21,1000.000,420.000,100.00,BOR TEST
22,1000.000,440.000,100.00,BPA1. TEST
23,1000.000,460.000,100.00,BPC1. TEST
24,1000.000,480.000,100.00,BPR1. TEST
25,1000.000,500.000,100.00,BPT TEST
26,1000.000,520.000,100.00,BRK1. TEST
27,1000.000,540.000,100.00,BSH TEST
28,1000.000,560.000,100.00,BSL1. TEST
29,1000.000,580.000,100.00,BWL1. TEST
30,1000.000,600.000,100.00,BWW1. TEST
31,1000.000,620.000,100.00,CBM TEST
32,1000.000,640.000,100.00,CKH TEST
33,1000.000,660.000,100.00,CKV TEST
34,1000.000,680.000,100.00,CLR1. TEST
35,1000.000,700.000,100.00,CNP1. TEST
36,1000.000,720.000,100.00,CNT TEST
37,1000.000,740.000,100.00,CPH TEST
38,1000.000,760.000,100.00,CRB1. TEST
39,1000.000,780.000,100.00,CRN1. TEST
40,1000.000,800.000,100.00,CRP1. TEST
41,1000.000,820.000,100.00,CUB1. TEST
42,1000.000,840.000,100.00,CUE1. TEST
43,1000.000,860.000,100.00,CUP1. TEST
44,1000.000,880.000,100.00,DAM1. TEST
45,1000.000,900.000,100.00,DRV1. TEST
46,1000.000,920.000,100.00,DTP1. TEST
47,1000.000,940.000,100.00,EOA1. TEST
48,1000.000,960.000,100.00,EOB1. TEST
49,1000.000,980.000,100.00,EOC1. TEST
50,1000.000,1000.000,100.00,EOL1. TEST
51,1000.000,1020.000,100.00,EOR1. TEST
52,1000.000,1040.000,100.00,ERB1. TEST
53,1000.000,1060.000,100.00,ERC1. TEST
54,1000.000,1080.000,100.00,ESC1. TEST
55,1000.000,1100.000,100.00,ETB1. TEST
56,1000.000,1120.000,100.00,ETC1. TEST
57,1000.000,1140.000,100.00,EUB1. TEST
58,1000.000,1160.000,100.00,EUC1. TEST
59,1000.000,1180.000,100.00,EWC1. TEST
60,1000.000,1200.000,100.00,FES1. TEST
61,1000.000,1220.000,100.00,FNC1. TEST
62,1000.000,1240.000,100.00,FND TEST
63,1000.000,1260.000,100.00,FNG TEST
64,1000.000,1280.000,100.00,GND TEST
65,1000.000,1300.000,100.00,GRL1. TEST
66,1000.000,1320.000,100.00,GUY TEST
67,1000.000,1340.000,100.00,H2O1. TEST
68,1000.000,1360.000,100.00,HHD TEST
69,1000.000,1380.000,100.00,HHT TEST
70,1000.000,1400.000,100.00,HWL1. TEST
71,1000.000,1420.000,100.00,HYD TEST
72,1000.000,1440.000,100.00,INL TEST
73,1000.000,1460.000,100.00,JUE1. TEST
74,1000.000,1480.000,100.00,JUF1. TEST
75,1000.000,1500.000,100.00,JUG1. TEST
76,1000.000,1520.000,100.00,JUM1. TEST
77,1000.000,1540.000,100.00,JUN1. TEST
78,1000.000,1560.000,100.00,JUR1. TEST
79,1000.000,1580.000,100.00,JUS1. TEST
80,1000.000,1600.000,100.00,JUT1. TEST
81,1000.000,1620.000,100.00,JUV1. TEST
82,1000.000,1640.000,100.00,JUW1. TEST
83,1000.000,1660.000,100.00,LND1. TEST
84,1000.000,1680.000,100.00,LNM1. TEST
85,1000.000,1700.000,100.00,MBX TEST
86,1000.000,1720.000,100.00,MCS1. TEST
87,1000.000,1740.000,100.00,MED1. TEST
88,1000.000,1760.000,100.00,MHE TEST
89,1000.000,1780.000,100.00,MHF TEST
90,1000.000,1800.000,100.00,MHG TEST
91,1000.000,1820.000,100.00,MHM TEST
92,1000.000,1840.000,100.00,MHN TEST
